Base Item Code,"Retailer 
Item 
Code",Description,Category,"Reg 
Price",Base LIG Flag,Rank By Visit,Rank By Sales,Rank By Price,Visits(Base Appeared)#,(Visits Base Appeared)%,A1 Item Code,A1 Retailer Item Code,A1 Item Description,A1 LIG Flag,Rank By Visit,Rank By Sales,Rank By Price,Visits(Base Item and A1 Purchased)#,Visits(Base Item and A1 Purchased)%,A2 Item Code
31487,594061,TAYLOR DIGTL THERM PROBE TMR,MISC GENERAL MDSE-GM,30.98999977,0,25973,16058,447,14,4.82E-06,15950,8725,BYET GRADE A X-LARGE WHIT,0,236,232,33247,1,7.14,7992
31487,594061,TAYLOR DIGTL THERM PROBE TMR,MISC GENERAL MDSE-GM,30.98999977,0,25973,16058,447,14,4.82E-06,14598,579219,BCKR MARBLE RYE,0,1093,1111,23538,1,7.14,36434
31487,594061,TAYLOR DIGTL THERM PROBE TMR,MISC GENERAL MDSE-GM,30.98999977,0,25973,16058,447,14,4.82E-06,14600,167918,BCKR SIGNATURE TUSCAN LOAF,0,814,775,23539,1,7.14,298252
31487,594061,TAYLOR DIGTL THERM PROBE TMR,MISC GENERAL MDSE-GM,30.98999977,0,25973,16058,447,14,4.82E-06,10380,366521,MUTTI CLASSIC PUREE TOMATO,0,12952,15632,32130,1,7.14,8640
32035,543411,WATERWIPES VALUE BAG,BABY,17.29000092,0,25979,19034,2651,14,4.82E-06,8189,8980733,F-GEV COFFEE GRND  1187,1,2559,1222,8660,3,21.43,45723
32035,543411,WATERWIPES VALUE BAG,BABY,17.29000092,0,25979,19034,2651,14,4.82E-06,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,3,21.43,299943
32035,543411,WATERWIPES VALUE BAG,BABY,17.29000092,0,25979,19034,2651,14,4.82E-06,14597,579218,BCKR PREMIUM MULTIGRAIN,0,1269,1300,23537,2,14.29,8293
44377,510962,BYET 51-60 COOKED SHRIMP,FROZEN COOKED SHRIMP,17.48999977,0,26002,19793,2596,14,4.82E-06,33457,33676,HNZ SEAFOOD COCKTAIL SAUCE,0,3013,4539,32272,2,14.29,21224
44377,510962,BYET 51-60 COOKED SHRIMP,FROZEN COOKED SHRIMP,17.48999977,0,26002,19793,2596,14,4.82E-06,51114,71025617160,DITALIANO PLAIN BREAD,0,199,261,28898,2,14.29,74350
5152,593161,FW TEK PROBE OVEN THRMTR BLCK,KITCHEN GADGETS,32.99000168,0,26037,17303,396,14,4.82E-06,32204,530680,FCM ORG 100% EVOO,0,5296,3250,6553,2,14.29,52567
5152,593161,FW TEK PROBE OVEN THRMTR BLCK,KITCHEN GADGETS,32.99000168,0,26037,17303,396,14,4.82E-06,52567,76183003282,SNAPPLE APPLE,0,2792,5745,40607,2,14.29,8797
5152,593161,FW TEK PROBE OVEN THRMTR BLCK,KITCHEN GADGETS,32.99000168,0,26037,17303,396,14,4.82E-06,7276,8981456,F-PILLS RTB COOKIES 2276,1,556,456,20592,2,14.29,32204
5345,351072,BOBS RD ML HAZELNUT FLOUR/MEAL,NOS Davidson,17.29000092,0,26044,19364,2663,14,4.82E-06,32142,40535,B YET COCONUT,0,3421,6325,39482,2,14.29,8928
5345,351072,BOBS RD ML HAZELNUT FLOUR/MEAL,NOS Davidson,17.29000092,0,26044,19364,2663,14,4.82E-06,8928,8980184,F-Family Group 1526,1,224,346,34829,2,14.29,32142
5345,351072,BOBS RD ML HAZELNUT FLOUR/MEAL,NOS Davidson,17.29000092,0,26044,19364,2663,14,4.82E-06,7976,8979826,F-MCK CAKE MT DECORS 608,1,2023,2945,32452,2,14.29,8928
56687,39978002181,BOBS RM  WHEY PRTN CONCENTRATE,NA,17.29000092,0,26056,18865,2664,14,4.82E-06,7443,8981621,F-CHOBANI YOG 32OZ 771,1,313,164,13802,3,21.43,45468
56687,39978002181,BOBS RM  WHEY PRTN CONCENTRATE,NA,17.29000092,0,26056,18865,2664,14,4.82E-06,20505,363057,DOLE TRIPLE BERRY SUB,0,13405,7567,2847,2,14.29,47038
60858,5.10E+13,BNLS BEEF LOIN STRIP STEAK,RDM WT MISC-MT,16.48999977,0,26105,18980,2925,14,4.82E-06,15194,7713,ORG VLY HALF  HALF,0,3796,3285,20040,1,7.14,8023
60858,5.10E+13,BNLS BEEF LOIN STRIP STEAK,RDM WT MISC-MT,16.48999977,0,26105,18980,2925,14,4.82E-06,15953,9963,BYET GRADE A LG BROWN,0,544,556,33248,1,7.14,307891
107637,11120222739,LITTLE GREEN PRO 48 HR RENTAL,DSD-GEN MDSE DEPT,34.99000168,0,26243,20485,314,13,4.47E-06,107619,11120030082,PET FORMULA 32OZ,0,14311,8864,3379,3,23.08,NA
107637,11120222739,LITTLE GREEN PRO 48 HR RENTAL,DSD-GEN MDSE DEPT,34.99000168,0,26243,20485,314,13,4.47E-06,107636,11120222722,LITTLE GREEN PRO 24 HR RENTAL,0,18708,13934,947,2,15.38,107634
107637,11120222739,LITTLE GREEN PRO 48 HR RENTAL,DSD-GEN MDSE DEPT,34.99000168,0,26243,20485,314,13,4.47E-06,107628,11120037296,BIG GREEN TOOL RENTAL FEE,0,15292,19281,23269,1,7.69,107635
107637,11120222739,LITTLE GREEN PRO 48 HR RENTAL,DSD-GEN MDSE DEPT,34.99000168,0,26243,20485,314,13,4.47E-06,107634,11120221503,DEEP CLEAN+FEBREZE 52OZ,0,21480,12950,1361,1,7.69,107636
107662,6.87E+11,MSP $19.99 READER +1.75 ISHIELD,DSD-GEN MDSE DEPT,19.98999977,0,26245,18304,1825,13,4.47E-06,45874,94206,CUCUMBER HYDRO,0,125,233,39264,2,15.38,60846
107662,6.87E+11,MSP $19.99 READER +1.75 ISHIELD,DSD-GEN MDSE DEPT,19.98999977,0,26245,18304,1825,13,4.47E-06,36631,220509,MILOS KIT BEEF SGE W RCE TRT,0,13271,7451,2579,2,15.38,60847
107662,6.87E+11,MSP $19.99 READER +1.75 ISHIELD,DSD-GEN MDSE DEPT,19.98999977,0,26245,18304,1825,13,4.47E-06,21247,82376,BE SEASONED ASIAN VEGETABLES,0,5239,7637,33264,2,15.38,8886
107662,6.87E+11,MSP $19.99 READER +1.75 ISHIELD,DSD-GEN MDSE DEPT,19.98999977,0,26245,18304,1825,13,4.47E-06,46200,83406,CAMPARI SUNSET LABEL ONLY,0,571,651,30480,2,15.38,60847
11094,365432,SMPLY ORG VANILLA EXTRACT CO,NOS Davidson,20.69000053,0,26249,20604,1730,13,4.47E-06,7970,8979820,F-NESTLE MORSELS 2283,1,344,451,24859,3,23.08,32187
11094,365432,SMPLY ORG VANILLA EXTRACT CO,NOS Davidson,20.69000053,0,26249,20604,1730,13,4.47E-06,15898,30120,EGLND EGGS CF LG BRWN,0,1630,1582,27907,2,15.38,7511
11094,365432,SMPLY ORG VANILLA EXTRACT CO,NOS Davidson,20.69000053,0,26249,20604,1730,13,4.47E-06,18916,76543,PRTZL CRSP DC DRIZZLERS,0,6326,5394,14577,2,15.38,18923
11094,365432,SMPLY ORG VANILLA EXTRACT CO,NOS Davidson,20.69000053,0,26249,20604,1730,13,4.47E-06,18923,97433,PRETZEL CRISPS ORIGINAL,0,1909,1915,20056,2,15.38,18916
112282,70310013076,GENNY CR ALE 24PK LSE CAN,DSD-BEER DEPT,20.98999977,0,26252,19287,1571,13,4.47E-06,52811,78000053401,AW ZERO SUGAR ROOT BEER 20Z,0,3273,6018,39577,2,15.38,52473
112352,80660957876,NEGRA MODELO 12PK NR,DSD-BEER DEPT,20.98999977,0,26253,18253,1575,13,4.47E-06,38791,325104,FCM ORG ASPTC VEG BROTH,0,2759,4754,37973,2,15.38,52506
112352,80660957876,NEGRA MODELO 12PK NR,DSD-BEER DEPT,20.98999977,0,26253,18253,1575,13,4.47E-06,21248,86241,BE WHL GRN RCE BROC CRT,0,7389,12870,38449,2,15.38,52506
115117,6.38E+11,DOGFSH HEAD HAZY-O 2/12 CN,DSD-BEER DEPT,23.98999977,0,26264,17944,1085,13,4.47E-06,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,2,15.38,52506
115117,6.38E+11,DOGFSH HEAD HAZY-O 2/12 CN,DSD-BEER DEPT,23.98999977,0,26264,17944,1085,13,4.47E-06,18064,35360,BELG SNACK PACK ASIAGO FRESCO,0,6657,6945,21983,2,15.38,64093
115117,6.38E+11,DOGFSH HEAD HAZY-O 2/12 CN,DSD-BEER DEPT,23.98999977,0,26264,17944,1085,13,4.47E-06,29336,779135,DRCL COPPERTOP 9V 2PK,0,11681,7366,4290,2,15.38,52506
116143,81434315304,NOBILO SAUV BL,DSD-WINE,17.98999977,0,26265,19546,2399,13,4.47E-06,9050,8980286,F-OUTSHINE FRUIT BARS 6CT,1,737,565,21068,2,15.38,7262
116143,81434315304,NOBILO SAUV BL,DSD-WINE,17.98999977,0,26265,19546,2399,13,4.47E-06,116515,6.37E+11,GIESEN ESTATE SAUV BL,0,20574,16167,3471,1,7.69,8201
116143,81434315304,NOBILO SAUV BL,DSD-WINE,17.98999977,0,26265,19546,2399,13,4.47E-06,116476,89419286090,MOHUA MARL SAUV BL,0,23134,17947,3470,1,7.69,8395
116143,81434315304,NOBILO SAUV BL,DSD-WINE,17.98999977,0,26265,19546,2399,13,4.47E-06,116846,82242013253,DELICATO 3LTR PINOT,0,12072,5526,730,1,7.69,14374
116150,81434710147,BLK BOX ROSE 3L,DSD-WINE,24.98999977,0,26266,18088,962,13,4.47E-06,46315,94299,BROCCOLI CROWNS ASIAN,0,35,73,38637,3,23.08,9135
116150,81434710147,BLK BOX ROSE 3L,DSD-WINE,24.98999977,0,26266,18088,962,13,4.47E-06,9135,8980367,F-HF LUNCH MEAT 173,1,160,70,13807,3,23.08,33676
116150,81434710147,BLK BOX ROSE 3L,DSD-WINE,24.98999977,0,26266,18088,962,13,4.47E-06,62132,5.10E+12,BH HARVARTI CHEESE,0,10258,8094,43919,3,23.08,33676
116150,81434710147,BLK BOX ROSE 3L,DSD-WINE,24.98999977,0,26266,18088,962,13,4.47E-06,33676,149,B YET OYSTER CRACKERS,0,1188,2170,36275,3,23.08,9135
116354,87241881278,MEZZA CRNA PINOT NOIR 1.5L,DSD-WINE,18.98999977,0,26268,20529,2143,13,4.47E-06,7442,8981620,F-FAGE YOGURT 17.6OZ 769,1,3315,3331,24691,5,38.46,45468
116354,87241881278,MEZZA CRNA PINOT NOIR 1.5L,DSD-WINE,18.98999977,0,26268,20529,2143,13,4.47E-06,45681,93650,PEAR RED 1/2 BOX,0,3669,5197,38620,4,30.77,46215
116354,87241881278,MEZZA CRNA PINOT NOIR 1.5L,DSD-WINE,18.98999977,0,26268,20529,2143,13,4.47E-06,15216,28888,BYET HALFHALF,0,271,408,37551,3,23.08,7971
116366,87512913257,RDNYSTRG SONOMA CHARD,DSD-WINE,17.98999977,0,26269,19746,2414,13,4.47E-06,117273,8.58E+11,JOSH     750ML CHARDONNAY,0,10630,5909,3525,4,30.77,52473
116366,87512913257,RDNYSTRG SONOMA CHARD,DSD-WINE,17.98999977,0,26269,19746,2414,13,4.47E-06,116365,87512912359,RDNYSTRG SONOMA CAB SAUV,0,21242,12935,1231,3,23.08,52506
116366,87512913257,RDNYSTRG SONOMA CHARD,DSD-WINE,17.98999977,0,26269,19746,2414,13,4.47E-06,116393,88415784050,SIMI CHARD,0,19251,12850,2701,3,23.08,7359
116503,89744766465,BOLLA VALPOLICELLA 1.5L,DSD-WINE,16.98999977,0,26271,19839,2713,13,4.47E-06,45560,93400,LEMONS CALIF. FANCY 95CT,0,64,228,42630,2,15.38,38765
116503,89744766465,BOLLA VALPOLICELLA 1.5L,DSD-WINE,16.98999977,0,26271,19839,2713,13,4.47E-06,115832,42421500158,PRE-SLICED GENOA SALAMI,0,4147,5076,32609,1,7.69,7001
116503,89744766465,BOLLA VALPOLICELLA 1.5L,DSD-WINE,16.98999977,0,26271,19839,2713,13,4.47E-06,116256,86003000506,WDBRG MERLOT 1.5L,0,16514,11763,3454,1,7.69,NA
116503,89744766465,BOLLA VALPOLICELLA 1.5L,DSD-WINE,16.98999977,0,26271,19839,2713,13,4.47E-06,116223,83085903022,RUFFINO CHIANTI,0,22571,18805,4919,1,7.69,NA
116704,15904507890,W HILL   750ML CAB SAV SILVER,DSD-WINE,48.99000168,0,26273,13582,166,13,4.47E-06,116904,84692471546,SEQUOIA  GROVE 750ML CAB SAUV,0,20775,7551,149,4,30.77,46181
116704,15904507890,W HILL   750ML CAB SAV SILVER,DSD-WINE,48.99000168,0,26273,13582,166,13,4.47E-06,116321,86012200430,CHARLES KRUG CAB SAUV,0,22846,11418,223,2,15.38,7089
116704,15904507890,W HILL   750ML CAB SAV SILVER,DSD-WINE,48.99000168,0,26273,13582,166,13,4.47E-06,117238,7.40E+11,COPPOLA  750ML CLARET,0,11296,5758,1620,2,15.38,23247
116821,81584131403,K JACKSN 750ML VINTNER ZINFADL,DSD-WINE,16.98999977,0,26275,20086,2729,13,4.47E-06,116814,81584013105,K JACKSN 750ML CHARDONNAY 87,0,6616,2713,2724,2,15.38,47068
116821,81584131403,K JACKSN 750ML VINTNER ZINFADL,DSD-WINE,16.98999977,0,26275,20086,2729,13,4.47E-06,117448,8.65E+11,FDC RBW SWAMP DONKEY 4PK CN,0,12162,6934,3087,2,15.38,52482
116821,81584131403,K JACKSN 750ML VINTNER ZINFADL,DSD-WINE,16.98999977,0,26275,20086,2729,13,4.47E-06,117515,30771023748,MCK MPLE BKFT LINK SAUS 12OZ,0,8387,10541,34664,2,15.38,45468
117130,86785211503,CAVIT    1.5LTR PINOT NOIR,DSD-WINE,19.98999977,0,26279,19723,1875,13,4.47E-06,116352,87241881094,MEZZA CRNA PINOT GR 1.5L,0,13069,7535,2142,3,23.08,298175
117130,86785211503,CAVIT    1.5LTR PINOT NOIR,DSD-WINE,19.98999977,0,26279,19723,1875,13,4.47E-06,7129,8981315,F-BAYS ENGLISH MUFFINS 4506,1,1265,1378,24552,2,15.38,7281
117130,86785211503,CAVIT    1.5LTR PINOT NOIR,DSD-WINE,19.98999977,0,26279,19723,1875,13,4.47E-06,8231,8980772,F-KEEEBLER CLUB CRCKRS 9176,1,211,210,20607,2,15.38,7432
117130,86785211503,CAVIT    1.5LTR PINOT NOIR,DSD-WINE,19.98999977,0,26279,19723,1875,13,4.47E-06,115716,42421152128,IRISH CHEDDAR CHEESE 7 OZ.,0,9231,8170,16785,1,7.69,116352
21954,786773,MSCLMLK GEN PRTN PWDR CHOC,CEREALS,27.29000092,0,26296,16841,639,13,4.47E-06,20509,156625,B YET BERRY MEDLEY - SUP,0,9172,5184,4647,2,15.38,20712
21954,786773,MSCLMLK GEN PRTN PWDR CHOC,CEREALS,27.29000092,0,26296,16841,639,13,4.47E-06,46742,42157,FE ORGANIC BABY SPINACH,0,1553,1097,14999,2,15.38,20712
21954,786773,MSCLMLK GEN PRTN PWDR CHOC,CEREALS,27.29000092,0,26296,16841,639,13,4.47E-06,24882,314940,OLSP HE ORIGINAL DEO,0,11832,12779,23665,2,15.38,20509
21954,786773,MSCLMLK GEN PRTN PWDR CHOC,CEREALS,27.29000092,0,26296,16841,639,13,4.47E-06,20712,376995,DOLE NRGZ BSTD BLNDS SMTHI,0,18582,14095,5675,2,15.38,46742
22169,760870,MONISTAT 7CURE ITCH RLF CRM,FEMININE HYGIENE,19.59000015,0,26299,18373,2039,13,4.47E-06,29329,655419,ENGZR PWR+ RCHRG AAA 4PK,0,20230,13285,1923,2,15.38,7188
22169,760870,MONISTAT 7CURE ITCH RLF CRM,FEMININE HYGIENE,19.59000015,0,26299,18373,2039,13,4.47E-06,15949,8719,BYET GRADE A LARGE WHITE,0,20,12,35789,2,15.38,7544
22169,760870,MONISTAT 7CURE ITCH RLF CRM,FEMININE HYGIENE,19.59000015,0,26299,18373,2039,13,4.47E-06,34288,732079,HNZ ROASTED TURKEY GRAVY,0,3055,3304,26577,2,15.38,29329
22169,760870,MONISTAT 7CURE ITCH RLF CRM,FEMININE HYGIENE,19.59000015,0,26299,18373,2039,13,4.47E-06,14492,75667,WENN PIZZA DOUGH PREBAGD,0,942,1389,33959,2,15.38,9103
22888,784249,SYST BLNC EYE DROPS,EYE CARE,19.38999939,0,26305,18571,2075,13,4.47E-06,64095,42187203621,BEST YET SKIM MILK,0,369,411,32882,3,23.08,45909
22888,784249,SYST BLNC EYE DROPS,EYE CARE,19.38999939,0,26305,18571,2075,13,4.47E-06,45909,94110,PEPPERS GREEN MED/LG,0,15,64,40548,3,23.08,8541
22913,868657,RFRSH ALRGN REFRESH OPT TEARS,EYE CARE,28.69000053,0,26306,16459,572,13,4.47E-06,24886,318104,SCRT INV SOLID PWDR FRESH DEO,0,14020,23340,40335,2,15.38,22794
22913,868657,RFRSH ALRGN REFRESH OPT TEARS,EYE CARE,28.69000053,0,26306,16459,572,13,4.47E-06,22794,80474,GENTEAR MODERATE EYE DROPS,0,19450,14253,5717,2,15.38,26284
22913,868657,RFRSH ALRGN REFRESH OPT TEARS,EYE CARE,28.69000053,0,26306,16459,572,13,4.47E-06,26284,504651,CREST W/SCOPE FRESH MINT TP,0,10725,17611,40362,2,15.38,7667
22913,868657,RFRSH ALRGN REFRESH OPT TEARS,EYE CARE,28.69000053,0,26306,16459,572,13,4.47E-06,24795,785111,LSTRN NTSPTC MTH WSH CL MNT TS,0,8599,12923,36116,2,15.38,22794
22917,95358,FUNGI NAIL LIQUID,FOOT CARE,16.29000092,0,26307,19957,2945,13,4.47E-06,8924,8980180,F-STOVE TOP STUFFG 6OZ 77,1,253,530,35756,3,23.08,7140
22917,95358,FUNGI NAIL LIQUID,FOOT CARE,16.29000092,0,26307,19957,2945,13,4.47E-06,9135,8980367,F-HF LUNCH MEAT 173,1,160,70,13807,3,23.08,8160
22917,95358,FUNGI NAIL LIQUID,FOOT CARE,16.29000092,0,26307,19957,2945,13,4.47E-06,7140,8981326,F-CABOT BUTTER QTRS 752,1,78,46,19222,3,23.08,52473
23433,134818,TC TP CR PLNT PRTN PWDR CHOC,DIET AIDS,18.29000092,0,26311,20480,2355,13,4.47E-06,17642,390187,VIOLIFE CREAM CHEESE,0,14073,14989,17966,2,15.38,25614
23433,134818,TC TP CR PLNT PRTN PWDR CHOC,DIET AIDS,18.29000092,0,26311,20480,2355,13,4.47E-06,25614,412912,SCN NO DAMAGE HAIR BANDS BLACK,0,11750,16531,36135,2,15.38,7380
23433,134818,TC TP CR PLNT PRTN PWDR CHOC,DIET AIDS,18.29000092,0,26311,20480,2355,13,4.47E-06,4249,248296,OPT NTR CREATIVE POWDER,0,19910,11328,759,2,15.38,7380
23455,218661,CLIF BAR CHOC BRWNI BAR 12PK,DIET AIDS,19.79000092,0,26312,20975,2020,13,4.47E-06,23498,247274,ZP CHOC PEANUT BTTR BAR,0,17397,16878,17398,3,23.08,8500
23455,218661,CLIF BAR CHOC BRWNI BAR 12PK,DIET AIDS,19.79000092,0,26312,20975,2020,13,4.47E-06,8500,8981037,F-GATORADE 20Z 8PK 135,1,98,14,9008,3,23.08,23498
23455,218661,CLIF BAR CHOC BRWNI BAR 12PK,DIET AIDS,19.79000092,0,26312,20975,2020,13,4.47E-06,113066,6.57E+11,ESSENTIA - 1 LITER 2-6PK,0,10490,7014,11608,2,15.38,52484
23765,642487,PEPCID CMPLT CHEW BERRY,STOMACH,17.98999977,0,26315,19376,2446,13,4.47E-06,45695,98033,BLUEBERRIES,0,336,484,24064,2,15.38,311149
23765,642487,PEPCID CMPLT CHEW BERRY,STOMACH,17.98999977,0,26315,19376,2446,13,4.47E-06,15949,8719,BYET GRADE A LARGE WHITE,0,20,12,35789,2,15.38,56181
23765,642487,PEPCID CMPLT CHEW BERRY,STOMACH,17.98999977,0,26315,19376,2446,13,4.47E-06,35407,848377,SCOTT 1000SHT BT 8RL WHT,0,2126,968,7516,2,15.38,45468
23816,71963,XYZAL ORIGINAL STRENGTH,SINUS/ALLERGY REMEDIES,33.99000168,0,26316,14980,347,13,4.47E-06,8861,8980118,F-CAMP TOM-CHKN NOODLE SP 10.75Z 584,1,202,801,40832,2,15.38,45468
23816,71963,XYZAL ORIGINAL STRENGTH,SINUS/ALLERGY REMEDIES,33.99000168,0,26316,14980,347,13,4.47E-06,45731,93738,AVOCADO HASS GREEN 40,0,50,82,32743,2,15.38,45468
23853,355365,NASACORT 60 SPRAY,SINUS/ALLERGY REMEDIES,20.29000092,0,26317,18384,1787,13,4.47E-06,64091,42187011400,BEST YET HOMO MILK,0,17,30,39070,2,15.38,26939
23853,355365,NASACORT 60 SPRAY,SINUS/ALLERGY REMEDIES,20.29000092,0,26317,18384,1787,13,4.47E-06,15898,30120,EGLND EGGS CF LG BRWN,0,1630,1582,27907,1,7.69,55555
23853,355365,NASACORT 60 SPRAY,SINUS/ALLERGY REMEDIES,20.29000092,0,26317,18384,1787,13,4.47E-06,15952,9391,BYET GRADE A LGE WHT 18PK,0,62,22,26888,1,7.69,298070
23941,66017,CNTRM ADULT GUMMIES,VITAMINS,21.98999977,0,26318,19094,1408,13,4.47E-06,45495,46214,NAVEL ORNGE CALIF 4LB-D,0,297,182,13785,2,15.38,8889
23941,66017,CNTRM ADULT GUMMIES,VITAMINS,21.98999977,0,26318,19094,1408,13,4.47E-06,112185,75185006055,MARTINS CINN SUGAR POTATO,0,10690,12152,25960,1,7.69,112186
23941,66017,CNTRM ADULT GUMMIES,VITAMINS,21.98999977,0,26318,19094,1408,13,4.47E-06,112186,75185006062,MARTINS MAPLE BROWN SGR POTATO,0,9380,10502,25961,1,7.69,61768
23949,91819,NBNTY IMMUNE 24+ GELS,VITAMINS,17.38999939,0,26319,19973,2603,13,4.47E-06,33459,29578,B YET STEAK SAUCE,0,3149,3872,32696,2,15.38,32535
23949,91819,NBNTY IMMUNE 24+ GELS,VITAMINS,17.38999939,0,26319,19973,2603,13,4.47E-06,32535,712440,CAMP PORK  BEANS,0,2536,6282,41406,2,15.38,23836
23949,91819,NBNTY IMMUNE 24+ GELS,VITAMINS,17.38999939,0,26319,19973,2603,13,4.47E-06,23836,247604,NEOSYN CLDSINUS REG STRENG,0,19458,18738,16255,2,15.38,32535
23949,91819,NBNTY IMMUNE 24+ GELS,VITAMINS,17.38999939,0,26319,19973,2603,13,4.47E-06,23885,589610,TC ADA CTRZN HCL 10MG LQGEL,0,13887,12086,22338,2,15.38,43557
24063,408646,NM VIT C 1000MG W/ RH TR,VITAMINS,18.98999977,0,26320,19168,2173,13,4.47E-06,64089,42187011387,BEST YET 2% MILK,0,33,66,39068,4,30.77,7212
24063,408646,NM VIT C 1000MG W/ RH TR,VITAMINS,18.98999977,0,26320,19168,2173,13,4.47E-06,24277,800746,NM VIT D 2000IU 180+70,0,26855,16961,669,3,23.08,36460
24176,598256,SDWN MELATONIN CAP 10MG,VITAMINS,19.29000092,0,26324,21767,2093,13,4.47E-06,7253,8981433,F-KRAFT SHREDDED CHEESE,1,54,45,26367,3,23.08,35474
24176,598256,SDWN MELATONIN CAP 10MG,VITAMINS,19.29000092,0,26324,21767,2093,13,4.47E-06,113293,48713000184,GRADE A LARGE 18PK EGGS,0,1514,1147,36028,2,15.38,35278
24176,598256,SDWN MELATONIN CAP 10MG,VITAMINS,19.29000092,0,26324,21767,2093,13,4.47E-06,113197,8.94E+11,FNGR LKE GRND COF JAM ME CRZY,0,6961,3897,7108,2,15.38,7294
24176,598256,SDWN MELATONIN CAP 10MG,VITAMINS,19.29000092,0,26324,21767,2093,13,4.47E-06,24101,503818,NBNTY TURMERIC CAP 1000MG,0,28652,20831,972,2,15.38,52478
24187,611280,NM BURP-LESS FISH OIL 1200MG,VITAMINS,39.99000168,0,26325,15819,228,13,4.47E-06,8293,8980833,F-CHEF BOY RD CANNED MEALS 330,1,120,416,40811,4,30.77,35286
24187,611280,NM BURP-LESS FISH OIL 1200MG,VITAMINS,39.99000168,0,26325,15819,228,13,4.47E-06,35286,236054,B YET FACIAL TISSUE,0,2575,4487,37960,3,23.08,8293
24187,611280,NM BURP-LESS FISH OIL 1200MG,VITAMINS,39.99000168,0,26325,15819,228,13,4.47E-06,35287,223300,B YET FACIAL TISSUE,0,941,1617,36288,2,15.38,35286
27091,487143,NEUT HYDRO BOOST GEL CRM X DRY,SKIN CARE PREPARATIONS,23.38999939,0,26357,19944,1205,13,4.47E-06,7366,8981545,F-SILK CASHEW MILK 64FO 802,1,593,603,25910,3,23.08,53226
27091,487143,NEUT HYDRO BOOST GEL CRM X DRY,SKIN CARE PREPARATIONS,23.38999939,0,26357,19944,1205,13,4.47E-06,19065,27058,GRAB  GO EASY EGGS,0,4211,8173,40290,2,15.38,8685
27091,487143,NEUT HYDRO BOOST GEL CRM X DRY,SKIN CARE PREPARATIONS,23.38999939,0,26357,19944,1205,13,4.47E-06,17639,266100,PHILLY BRCK CRM CHS 2PK,0,1601,866,11151,2,15.38,7082
27535,314437,ACE OSFM THUMB SUPPORT,MISCELLANEOUS HBC,22.38999939,0,26366,17283,1324,13,4.47E-06,24569,186166,TC ARTHRITIS PAIN RELIEF CAPS,0,12506,8908,10685,2,15.38,7568
27535,314437,ACE OSFM THUMB SUPPORT,MISCELLANEOUS HBC,22.38999939,0,26366,17283,1324,13,4.47E-06,24459,598627,CNR DETANGLSTYL BRUSH,0,22901,26220,30206,2,15.38,24549
27535,314437,ACE OSFM THUMB SUPPORT,MISCELLANEOUS HBC,22.38999939,0,26366,17283,1324,13,4.47E-06,24549,122034,TC PN RELIEF NAPROXEN SOD CAP,0,16653,13267,7475,2,15.38,24459
29206,248648,VC 3W BWL BLACK BAMBOO,CANDLES,19.48999977,0,26385,18908,2057,13,4.47E-06,64094,42187203287,BEST YET 2% MILK,0,18,8,32881,2,15.38,8720
29206,248648,VC 3W BWL BLACK BAMBOO,CANDLES,19.48999977,0,26385,18908,2057,13,4.47E-06,15099,212058,CSM LMNADE LF CKE 3/4,0,15382,13508,9662,1,7.69,7365
29206,248648,VC 3W BWL BLACK BAMBOO,CANDLES,19.48999977,0,26385,18908,2057,13,4.47E-06,107420,7.64E+11,HMK LUNCH SACK ROYAL BLUE,0,19069,34854,43046,1,7.69,29959
29230,591968,VC 3W BWL MULLED CIDER,CANDLES,19.48999977,0,26386,19126,2059,13,4.47E-06,4957,857377,SMMR EVE CLNSNG CLTHS SHR FLRL,0,19011,24688,37448,2,15.38,4979
29230,591968,VC 3W BWL MULLED CIDER,CANDLES,19.48999977,0,26386,19126,2059,13,4.47E-06,40577,1281,B YET MXD NUTS DLX NO PNUTS,0,6725,5336,13774,2,15.38,4979
29230,591968,VC 3W BWL MULLED CIDER,CANDLES,19.48999977,0,26386,19126,2059,13,4.47E-06,17683,254539,HLVA GD DIP FRENCH ONION,0,460,1092,38445,2,15.38,38098
29230,591968,VC 3W BWL MULLED CIDER,CANDLES,19.48999977,0,26386,19126,2059,13,4.47E-06,24756,651029,EXCDRN MIGRAINE CAPLETS,0,7798,6459,18383,2,15.38,4979
29245,776518,VC CRISP APPLE CANDLE JAR,CANDLES,19.48999977,0,26387,19523,2062,13,4.47E-06,61793,5.10E+13,GG DW PROVOLONE CHEESE,0,1089,1193,8466,2,15.38,56286
29245,776518,VC CRISP APPLE CANDLE JAR,CANDLES,19.48999977,0,26387,19523,2062,13,4.47E-06,56286,44000069230,NAB WHEAT THINS ORIGINAL 8.5,0,842,1056,25874,2,15.38,7082
29249,778310,VC BLACK BAMBOO CANDLE DECOR,CANDLES,17.69000053,0,26388,18936,2559,13,4.47E-06,7951,8979801,F-GHIRADELLI BROWNIE MIX 379,1,2461,3066,32450,2,15.38,8162
29249,778310,VC BLACK BAMBOO CANDLE DECOR,CANDLES,17.69000053,0,26388,18936,2559,13,4.47E-06,17870,186365,B YET REAL WHIP TOP AERO,0,1424,1090,16391,2,15.38,9009
